ID,Vehicles
20171023011,42.0
20171023021,35.0
20171023031,29.5
20171023041,24.75
20171023051,25.75
20171023061,27.75
20171023071,28.0
20171023081,33.0
20171023091,40.5
20171023101,46.25
20171023111,58.25
20171023121,42.25
20171023131,45.0
20171023141,44.75
20171023151,46.5
20171023161,31.0
20171023171,52.25
20171023181,52.25
20171023191,61.5
20171023201,56.25
20171023211,49.75
20171023221,46.5
20171023231,44.75
20171024001,42.0
20171024011,41.0
20171024021,40.75
20171024031,36.25
20171024041,26.75
20171024051,28.75
20171024061,31.5
20171024071,31.75
20171024081,38.25
20171024091,44.75
20171024101,48.5
20171024111,61.0
20171024121,58.25
20171024131,50.5
20171024141,63.5
20171024151,62.75
20171024161,63.75
20171024171,52.75
20171024181,74.25
20171024191,63.0
20171024201,62.75
20171024211,66.5
20171024221,58.0
20171024231,44.5
20171025001,51.25
20171025011,37.0
20171025021,37.75
20171025031,35.25
20171025041,30.25
20171025051,26.0
20171025061,28.0
20171025071,34.75
20171025081,41.75
20171025091,41.0
20171025101,41.5
20171025111,65.75
20171025121,54.25
20171025131,70.0
20171025141,55.75
20171025151,47.75
20171025161,63.0
20171025171,52.25
20171025181,58.25
20171025191,66.25
20171025201,67.5
20171025211,55.75
20171025221,68.75
20171025231,53.0
20171026001,61.0
20171026011,49.75
20171026021,39.75
20171026031,39.75
20171026041,32.25
20171026051,22.75
20171026061,28.25
20171026071,28.25
20171026081,43.5
20171026091,50.0
20171026101,57.5
20171026111,56.25
20171026121,59.25
20171026131,71.5
20171026141,58.0
20171026151,48.25
20171026161,59.5
20171026171,59.25
20171026181,60.75
20171026191,76.25
20171026201,69.0
20171026211,60.5
20171026221,58.25
20171026231,68.25
20171027001,60.0
20171027011,48.75
20171027021,37.75
20171027031,34.75
20171027041,35.25
20171027051,32.25
20171027061,28.75
20171027071,37.75
20171027081,45.0
20171027091,48.75
20171027101,58.0
20171027111,55.75
20171027121,66.5
20171027131,71.5
20171027141,52.25
20171027151,56.25
20171027161,53.75
20171027171,67.0
20171027181,70.5
20171027191,80.25
20171027201,74.0
20171027211,68.5
20171027221,55.5
20171027231,62.0
20171028001,55.75
20171028011,39.5
20171028021,36.75
20171028031,37.5
20171028041,34.25
20171028051,28.75
20171028061,26.0
20171028071,37.75
20171028081,42.5
20171028091,46.0
20171028101,56.25
20171028111,54.25
20171028121,73.5
20171028131,64.75
20171028141,62.75
20171028151,59.75
20171028161,63.0
20171028171,45.5
20171028181,64.25
20171028191,67.75
20171028201,60.75
20171028211,60.0
20171028221,69.75
20171028231,58.75
20171029001,47.25
20171029011,45.5
20171029021,47.75
20171029031,35.75
20171029041,31.5
20171029051,27.25
20171029061,23.0
20171029071,31.0
20171029081,34.75
20171029091,27.25
20171029101,39.5
20171029111,54.25
20171029121,58.0
20171029131,62.25
20171029141,52.0
20171029151,45.25
20171029161,45.25
20171029171,43.0
20171029181,41.0
20171029191,34.25
20171029201,55.75
20171029211,47.75
20171029221,50.25
20171029231,37.25
20171030001,43.75
20171030011,32.0
20171030021,27.5
20171030031,33.0
20171030041,23.25
20171030051,20.75
20171030061,21.0
20171030071,24.25
20171030081,32.75
20171030091,38.5
20171030101,38.25
20171030111,51.25
20171030121,28.75
20171030131,34.5
20171030141,34.75
20171030151,33.75
20171030161,45.0
20171030171,45.0
20171030181,59.0
20171030191,62.5
20171030201,44.0
20171030211,40.0
20171030221,46.5
20171030231,41.25
20171031001,35.75
20171031011,29.5
20171031021,33.5
20171031031,31.25
20171031041,24.5
20171031051,26.25
20171031061,30.25
20171031071,32.25
20171031081,35.75
20171031091,39.75
20171031101,46.5
20171031111,39.75
20171031121,50.0
20171031131,28.0
20171031141,39.75
20171031151,45.25
20171031161,52.5
20171031171,55.75
20171031181,55.75
20171031191,64.75
20171031201,65.75
20171031211,53.5
20171031221,49.5
20171031231,47.5
20170701002,33.0
20170701012,25.25
20170701022,14.0
20170701032,25.25
20170701042,25.25
20170701052,9.0
20170701062,21.75
20170701072,13.25
20170701082,12.0
20170701092,35.25
20170701102,14.75
20170701112,21.75
20170701122,54.5
20170701132,17.25
20170701142,44.0
20170701152,23.75
20170701162,47.25
20170701172,16.75
20170701182,12.5
20170701192,40.5
20170701202,33.75
20170701212,42.75
20170701222,25.0
20170701232,16.0
20170702002,17.25
20170702012,18.5
20170702022,17.5
20170702032,11.5
20170702042,17.5
20170702052,8.0
20170702062,17.75
20170702072,7.25
20170702082,6.75
20170702092,14.5
20170702102,16.25
20170702112,22.25
20170702122,22.5
20170702132,15.25
20170702142,39.0
20170702152,21.75
20170702162,23.75
20170702172,15.25
20170702182,20.25
20170702192,20.0
20170702202,12.0
20170702212,21.25
20170702222,18.5
20170702232,9.0
20170703002,30.25
20170703012,17.5
20170703022,12.75
20170703032,11.5
20170703042,6.5
20170703052,15.5
20170703062,16.25
20170703072,7.5
20170703082,8.25
20170703092,10.25
20170703102,10.0
20170703112,27.75
20170703122,18.75
20170703132,16.25
20170703142,26.25
20170703152,11.75
20170703162,16.0
20170703172,14.5
20170703182,19.25
20170703192,27.25
20170703202,16.75
20170703212,16.25
20170703222,15.25
20170703232,11.0
20170704002,9.75
20170704012,17.25
20170704022,8.25
20170704032,16.0
20170704042,10.75
20170704052,5.75
20170704062,9.5
20170704072,7.5
20170704082,17.0
20170704092,13.75
20170704102,15.25
20170704112,14.75
20170704122,38.0
20170704132,25.75
20170704142,14.25
20170704152,22.25
20170704162,26.25
20170704172,15.75
20170704182,17.25
20170704192,12.75
20170704202,18.25
20170704212,21.5
20170704222,22.0
20170704232,18.25
20170705002,21.25
20170705012,17.5
20170705022,13.0
20170705032,13.75
20170705042,12.75
20170705052,10.5
20170705062,11.75
20170705072,14.75
20170705082,12.0
20170705092,21.75
20170705102,23.0
20170705112,19.75
20170705122,42.25
20170705132,39.25
20170705142,26.0
20170705152,26.75
20170705162,41.75
20170705172,22.5
20170705182,24.5
20170705192,18.75
20170705202,27.5
20170705212,29.25
20170705222,24.25
20170705232,22.0
20170706002,22.25
20170706012,18.75
20170706022,30.25
20170706032,10.0
20170706042,10.0
20170706052,9.75
20170706062,10.25
20170706072,16.75
20170706082,13.0
20170706092,27.5
20170706102,19.25
20170706112,50.25
20170706122,51.0
20170706132,22.25
20170706142,43.75
20170706152,44.5
20170706162,22.75
20170706172,30.75
20170706182,36.5
20170706192,29.25
20170706202,25.75
20170706212,53.5
20170706222,23.75
20170706232,19.0
20170707002,19.0
20170707012,21.25
20170707022,17.25
20170707032,23.75
20170707042,10.5
20170707052,15.5
20170707062,13.0
20170707072,11.75
20170707082,15.0
20170707092,12.75
20170707102,15.0
20170707112,13.0
20170707122,36.75
20170707132,48.0
20170707142,45.25
20170707152,21.0
20170707162,36.5
20170707172,25.75
20170707182,43.75
20170707192,20.5
20170707202,50.0
20170707212,24.0
20170707222,25.25
20170707232,31.5
20170708002,19.25
20170708012,20.25
20170708022,11.75
20170708032,16.75
20170708042,11.25
20170708052,12.25
20170708062,21.0
20170708072,11.25
20170708082,11.0
20170708092,23.0
20170708102,28.25
20170708112,21.5
20170708122,25.25
20170708132,25.25
20170708142,24.25
20170708152,23.5
20170708162,25.5
20170708172,20.25
20170708182,23.0
20170708192,21.0
20170708202,45.25
20170708212,18.5
20170708222,21.5
20170708232,24.5
20170709002,18.5
20170709012,20.0
20170709022,25.5
20170709032,14.5
20170709042,18.5
20170709052,11.25
20170709062,12.75
20170709072,7.5
20170709082,14.75
20170709092,28.25
20170709102,15.25
20170709112,21.25
20170709122,29.75
20170709132,38.5
20170709142,14.5
20170709152,29.0
20170709162,19.0
20170709172,15.25
20170709182,18.75
20170709192,23.5
20170709202,32.5
20170709212,16.75
20170709222,16.5
20170709232,20.0
20170710002,21.5
20170710012,24.0
20170710022,13.75
20170710032,9.75
20170710042,8.25
20170710052,10.25
20170710062,6.5
20170710072,10.75
20170710082,16.25
20170710092,14.25
20170710102,11.25
20170710112,11.25
20170710122,24.5
20170710132,13.25
20170710142,11.0
20170710152,14.0
20170710162,15.75
20170710172,15.25
20170710182,23.0
20170710192,20.75
20170710202,13.25
20170710212,13.5
20170710222,17.5
20170710232,23.5
20170711002,17.75
20170711012,13.0
20170711022,15.0
20170711032,13.5
20170711042,10.25
20170711052,9.75
20170711062,8.25
20170711072,10.5
20170711082,17.75
20170711092,11.25
20170711102,14.75
20170711112,34.0
20170711122,16.25
20170711132,26.5
20170711142,15.5
20170711152,23.5
20170711162,14.25
20170711172,16.75
20170711182,29.75
20170711192,26.5
20170711202,15.0
20170711212,28.25
20170711222,16.75
20170711232,16.75
20170712002,14.0
20170712012,15.25
20170712022,10.25
20170712032,9.5
20170712042,10.75
20170712052,8.5
20170712062,14.75
20170712072,13.0
20170712082,13.75
20170712092,30.5
20170712102,25.0
20170712112,32.5
20170712122,23.5
20170712132,26.5
20170712142,17.0
20170712152,28.75
20170712162,47.0
20170712172,26.75
20170712182,44.75
20170712192,30.25
20170712202,44.75
20170712212,18.0
20170712222,15.25
20170712232,21.0
20170713002,23.5
20170713012,23.0
20170713022,17.0
20170713032,11.25
20170713042,14.0
20170713052,13.25
20170713062,24.75
20170713072,13.75
20170713082,14.0
20170713092,14.25
20170713102,16.25
20170713112,27.0
20170713122,37.0
20170713132,22.25
20170713142,27.0
20170713152,36.25
20170713162,28.5
20170713172,47.0
20170713182,47.5
20170713192,21.75
20170713202,26.25
20170713212,21.0
20170713222,19.0
20170713232,24.5
20170714002,19.0
20170714012,18.5
20170714022,25.75
20170714032,15.75
20170714042,11.5
20170714052,19.75
20170714062,16.0
20170714072,12.25
20170714082,15.0
20170714092,17.75
20170714102,21.25
20170714112,39.25
20170714122,44.25
20170714132,18.0
20170714142,26.25
20170714152,29.25
20170714162,30.5
20170714172,21.25
20170714182,28.25
20170714192,22.25
20170714202,45.75
20170714212,21.0
20170714222,24.75
20170714232,23.75
20170715002,28.5
20170715012,23.0
20170715022,17.75
20170715032,15.25
20170715042,10.25
20170715052,11.5
20170715062,24.0
20170715072,12.75
20170715082,13.75
20170715092,17.5
20170715102,21.0
20170715112,22.0
20170715122,56.5
20170715132,30.5
20170715142,33.5
20170715152,20.25
20170715162,21.25
20170715172,21.5
20170715182,20.5
20170715192,28.5
20170715202,45.25
20170715212,28.75
20170715222,45.25
20170715232,28.0
20170716002,18.5
20170716012,17.75
20170716022,18.75
20170716032,24.0
20170716042,11.25
20170716052,9.75
20170716062,20.75
20170716072,12.25
20170716082,12.25
20170716092,30.25
20170716102,20.25
20170716112,24.75
20170716122,23.0
20170716132,22.0
20170716142,29.25
20170716152,41.25
20170716162,23.25
20170716172,38.0
20170716182,36.25
20170716192,17.25
20170716202,26.0
20170716212,10.75
20170716222,21.0
20170716232,34.25
20170717002,35.25
20170717012,14.0
20170717022,15.0
20170717032,10.25
20170717042,8.75
20170717052,12.5
20170717062,9.25
20170717072,12.0
20170717082,11.0
20170717092,15.25
20170717102,14.5
20170717112,15.0
20170717122,12.5
20170717132,15.5
20170717142,15.25
20170717152,21.0
20170717162,24.0
20170717172,17.25
20170717182,15.0
20170717192,15.0
20170717202,14.75
20170717212,12.75
20170717222,14.5
20170717232,24.0
20170718002,20.25
20170718012,11.0
20170718022,13.25
20170718032,9.25
20170718042,10.5
20170718052,10.5
20170718062,9.25
20170718072,6.5
20170718082,11.25
20170718092,18.0
20170718102,18.0
20170718112,17.25
20170718122,21.5
20170718132,24.25
20170718142,15.5
20170718152,15.0
20170718162,15.5
20170718172,25.0
20170718182,23.5
20170718192,27.25
20170718202,17.0
20170718212,22.25
20170718222,30.75
20170718232,19.75
20170719002,14.5
20170719012,20.25
20170719022,21.25
20170719032,12.5
20170719042,11.25
20170719052,16.0
20170719062,14.25
20170719072,11.0
20170719082,17.75
20170719092,32.25
20170719102,24.0
20170719112,28.0
20170719122,50.0
20170719132,22.25
20170719142,24.5
20170719152,25.5
20170719162,20.25
20170719172,45.5
20170719182,29.25
20170719192,26.25
20170719202,21.25
20170719212,22.5
20170719222,31.5
20170719232,29.75
20170720002,25.25
20170720012,34.0
20170720022,16.25
20170720032,11.25
20170720042,11.75
20170720052,10.0
20170720062,20.5
20170720072,18.0
20170720082,12.75
20170720092,13.5
20170720102,25.75
20170720112,51.25
20170720122,24.5
20170720132,23.25
20170720142,27.75
20170720152,21.0
20170720162,23.5
20170720172,45.5
20170720182,40.5
20170720192,48.0
20170720202,24.0
20170720212,32.25
20170720222,27.25
20170720232,13.25
20170721002,23.25
20170721012,33.25
20170721022,23.0
20170721032,24.75
20170721042,11.75
20170721052,11.25
20170721062,14.75
20170721072,10.0
20170721082,25.75
20170721092,13.25
20170721102,26.75
20170721112,25.25
20170721122,37.25
20170721132,44.5
20170721142,21.5
20170721152,26.75
20170721162,26.5
20170721172,28.75
20170721182,41.25
20170721192,45.25
20170721202,29.25
20170721212,29.0
20170721222,40.75
20170721232,25.75
20170722002,22.5
20170722012,18.75
20170722022,31.25
20170722032,11.0
20170722042,9.5
20170722052,15.5
20170722062,11.0
20170722072,14.0
20170722082,17.75
20170722092,23.75
20170722102,35.0
20170722112,26.25
20170722122,29.75
20170722132,22.0
20170722142,64.0
20170722152,30.75
20170722162,30.25
20170722172,37.25
20170722182,21.5
20170722192,36.25
20170722202,33.5
20170722212,27.25
20170722222,25.0
20170722232,25.25
20170723002,35.25
20170723012,24.25
20170723022,12.5
20170723032,15.75
20170723042,9.5
20170723052,8.75
20170723062,8.5
20170723072,12.0
20170723082,14.75
20170723092,17.5
20170723102,20.75
20170723112,22.0
20170723122,48.5
20170723132,20.25
20170723142,46.25
20170723152,29.5
20170723162,10.25
20170723172,22.5
20170723182,24.5
20170723192,26.0
20170723202,23.5
20170723212,44.25
20170723222,41.25
20170723232,20.5
20170724002,16.25
20170724012,17.25
20170724022,15.25
20170724032,9.0
20170724042,7.75
20170724052,10.0
20170724062,6.25
20170724072,10.0
20170724082,12.75
20170724092,12.5
20170724102,16.75
20170724112,12.0
20170724122,24.75
20170724132,22.0
20170724142,19.25
20170724152,13.25
20170724162,14.5
20170724172,16.25
20170724182,26.75
20170724192,29.5
20170724202,13.0
20170724212,12.75
20170724222,17.5
20170724232,22.0
20170725002,18.75
20170725012,22.25
20170725022,15.25
20170725032,14.25
20170725042,9.25
20170725052,7.5
20170725062,12.25
20170725072,7.25
20170725082,16.75
20170725092,17.5
20170725102,16.5
20170725112,19.25
20170725122,26.5
20170725132,25.0
20170725142,17.0
20170725152,25.5
20170725162,19.75
20170725172,28.75
20170725182,18.25
20170725192,19.0
20170725202,32.0
20170725212,27.0
20170725222,17.75
20170725232,26.75
20170726002,17.0
20170726012,21.25
20170726022,26.75
20170726032,7.75
20170726042,8.75
20170726052,12.0
20170726062,7.5
20170726072,12.75
20170726082,11.0
20170726092,13.25
20170726102,14.5
20170726112,17.0
20170726122,18.25
20170726132,20.75
20170726142,21.75
20170726152,20.75
20170726162,21.75
20170726172,17.75
20170726182,23.5
20170726192,31.0
20170726202,21.0
20170726212,31.0
20170726222,43.0
20170726232,19.5
20170727002,18.25
20170727012,27.25
20170727022,24.5
20170727032,16.75
20170727042,11.0
20170727052,16.75
20170727062,11.25
20170727072,21.0
20170727082,30.0
20170727092,15.0
20170727102,24.5
20170727112,15.75
20170727122,23.75
20170727132,41.75
20170727142,34.0
20170727152,22.75
20170727162,31.5
20170727172,45.25
20170727182,26.25
20170727192,30.0
20170727202,22.0
20170727212,26.75
20170727222,17.25
20170727232,22.75
20170728002,37.75
20170728012,24.0
20170728022,13.25
20170728032,8.0
20170728042,10.0
20170728052,22.25
20170728062,14.5
20170728072,19.25
20170728082,14.5
20170728092,17.25
20170728102,17.75
20170728112,25.25
20170728122,18.0
20170728132,18.75
20170728142,52.0
20170728152,27.25
20170728162,23.5
20170728172,52.75
20170728182,64.5
20170728192,40.25
20170728202,22.0
20170728212,27.0
20170728222,20.25
20170728232,31.5
20170729002,37.0
20170729012,18.25
20170729022,12.0
20170729032,14.0
20170729042,12.75
20170729052,14.25
20170729062,13.0
20170729072,21.25
20170729082,24.5
20170729092,22.25
20170729102,41.5
20170729112,20.25
20170729122,29.5
20170729132,24.25
20170729142,55.5
20170729152,24.25
20170729162,27.25
20170729172,28.5
20170729182,36.0
20170729192,46.0
20170729202,31.5
20170729212,30.25
20170729222,26.25
20170729232,26.25
20170730002,18.25
20170730012,29.75
20170730022,26.75
20170730032,11.75
20170730042,9.5
20170730052,11.25
20170730062,11.25
20170730072,21.25
20170730082,9.0
20170730092,13.75
20170730102,30.75
20170730112,42.75
20170730122,16.75
20170730132,26.25
20170730142,32.25
20170730152,16.25
20170730162,21.75
20170730172,42.5
20170730182,23.25
20170730192,24.75
20170730202,22.5
20170730212,10.75
20170730222,28.0
20170730232,22.0
20170731002,9.25
20170731012,13.25
20170731022,6.25
20170731032,9.75
20170731042,8.75
20170731052,8.75
20170731062,8.25
20170731072,9.25
20170731082,10.5
20170731092,7.0
20170731102,7.0
20170731112,19.5
20170731122,12.25
20170731132,16.0
20170731142,12.75
20170731152,14.5
20170731162,15.25
20170731172,11.0
20170731182,11.75
20170731192,17.25
20170731202,23.25
20170731212,17.0
20170731222,21.5
20170731232,10.0
20170801002,18.5
20170801012,16.0
20170801022,8.25
20170801032,8.5
20170801042,8.5
20170801052,9.5
20170801062,10.5
20170801072,8.5
20170801082,14.0
20170801092,8.0
20170801102,21.5
20170801112,11.75
20170801122,29.0
20170801132,16.5
20170801142,28.25
20170801152,15.5
20170801162,29.0
20170801172,15.25
20170801182,29.0
20170801192,30.0
20170801202,15.75
20170801212,25.0
20170801222,15.25
20170801232,23.25
20170802002,14.25
20170802012,19.75
20170802022,10.5
20170802032,10.0
20170802042,12.0
20170802052,6.75
20170802062,5.0
20170802072,9.0
20170802082,9.5
20170802092,17.75
20170802102,20.75
20170802112,13.5
20170802122,15.25
20170802132,27.5
20170802142,18.25
20170802152,16.75
20170802162,15.0
20170802172,14.25
20170802182,16.5
20170802192,15.75
20170802202,15.75
20170802212,15.75
20170802222,16.0
20170802232,19.0
20170803002,13.25
20170803012,12.25
20170803022,9.5
20170803032,10.0
20170803042,7.5
20170803052,6.5
20170803062,6.25
20170803072,12.75
20170803082,8.0
20170803092,16.25
20170803102,8.5
20170803112,15.5
20170803122,28.0
20170803132,13.25
20170803142,22.75
20170803152,27.0
20170803162,15.0
20170803172,15.25
20170803182,24.5
20170803192,14.5
20170803202,29.25
20170803212,14.75
20170803222,12.5
20170803232,25.75
20170804002,6.25
20170804012,14.25
20170804022,6.75
20170804032,6.5
20170804042,9.5
20170804052,10.0
20170804062,4.75
20170804072,4.0
20170804082,12.75
20170804092,14.5
20170804102,15.25
20170804112,21.0
20170804122,8.5
20170804132,17.25
20170804142,22.75
20170804152,7.5
20170804162,9.25
20170804172,18.0
20170804182,8.75
20170804192,5.75
20170804202,22.25
20170804212,17.0
20170804222,4.75
20170804232,9.5
20170805002,8.0
20170805012,3.5
20170805022,2.5
20170805032,8.75
20170805042,7.25
20170805052,3.75
20170805062,5.0
20170805072,11.25
20170805082,6.25
20170805092,4.25
20170805102,6.0
20170805112,17.5
20170805122,6.5
20170805132,20.75
20170805142,5.75
20170805152,17.5
20170805162,8.0
20170805172,9.25
20170805182,17.75
20170805192,21.25
20170805202,17.5
20170805212,21.75
20170805222,6.75
20170805232,12.25
20170806002,14.5
20170806012,7.75
20170806022,11.5
20170806032,4.5
20170806042,4.0
20170806052,7.25
20170806062,6.25
20170806072,6.25
20170806082,3.5
20170806092,7.25
20170806102,6.75
20170806112,9.0
20170806122,4.0
20170806132,7.0
20170806142,13.75
20170806152,12.25
20170806162,11.75
20170806172,11.0
20170806182,11.25
20170806192,6.5
20170806202,10.5
20170806212,14.75
20170806222,9.25
20170806232,10.25
20170807002,13.5
20170807012,7.0
20170807022,6.75
20170807032,5.5
20170807042,5.25
20170807052,6.25
20170807062,9.0
20170807072,6.0
20170807082,6.5
20170807092,12.75
20170807102,8.5
20170807112,10.5
20170807122,10.25
20170807132,9.5
20170807142,9.75
20170807152,13.75
20170807162,11.0
20170807172,18.5
20170807182,11.25
20170807192,14.25
20170807202,8.5
20170807212,16.5
20170807222,11.25
20170807232,13.0
20170808002,11.25
20170808012,13.75
20170808022,8.0
20170808032,8.0
20170808042,6.5
20170808052,6.75
20170808062,7.75
20170808072,6.75
20170808082,14.75
20170808092,10.25
20170808102,12.25
20170808112,12.75
20170808122,12.75
20170808132,15.25
20170808142,16.5
20170808152,15.5
20170808162,16.25
20170808172,18.0
20170808182,26.75
20170808192,15.25
20170808202,14.5
20170808212,16.75
20170808222,15.25
20170808232,14.5
20170809002,13.75
20170809012,10.5
20170809022,10.25
20170809032,13.25
20170809042,12.25
20170809052,8.5
20170809062,7.75
20170809072,7.25
20170809082,8.75
20170809092,11.25
20170809102,21.5
20170809112,13.0
20170809122,25.5
20170809132,24.5
20170809142,15.5
20170809152,14.0
20170809162,14.75
20170809172,25.0
20170809182,14.0
20170809192,14.75
20170809202,15.75
20170809212,14.0
20170809222,14.75
20170809232,23.25
20170810002,13.0
20170810012,12.25
20170810022,10.0
20170810032,8.75
20170810042,8.0
20170810052,8.75
20170810062,7.25
20170810072,13.0
20170810082,7.75
20170810092,16.5
20170810102,11.5
20170810112,22.0
20170810122,26.5
20170810132,21.0
20170810142,24.0
20170810152,16.0
20170810162,23.75
20170810172,19.5
20170810182,27.75
20170810192,32.75
20170810202,17.75
20170810212,18.75
20170810222,14.0
20170810232,13.25
20170811002,21.75
20170811012,18.25
20170811022,16.75
20170811032,12.75
20170811042,7.0
20170811052,8.25
20170811062,9.0
20170811072,9.5
20170811082,15.5
20170811092,11.75
20170811102,11.0
20170811112,12.75
20170811122,31.25
20170811132,25.75
20170811142,27.75
20170811152,27.75
20170811162,28.0
20170811172,28.0
20170811182,18.75
20170811192,31.5
20170811202,14.25
20170811212,22.5
20170811222,14.0
20170811232,12.75
20170812002,13.0
20170812012,13.75
20170812022,11.75
20170812032,8.5
20170812042,10.5
20170812052,7.5
20170812062,13.25
20170812072,10.25
20170812082,8.75
20170812092,10.0
20170812102,16.5
20170812112,15.0
20170812122,28.0
20170812132,24.0
20170812142,26.5
20170812152,17.25
20170812162,16.0
20170812172,18.0
20170812182,15.75
20170812192,18.5
20170812202,24.25
20170812212,14.25
20170812222,14.25
20170812232,22.25
20170813002,18.25
20170813012,12.25
20170813022,12.5
20170813032,13.5
20170813042,12.5
20170813052,11.0
20170813062,7.25
20170813072,8.0
20170813082,7.75
20170813092,9.25
20170813102,14.0
20170813112,11.0
20170813122,12.0
20170813132,15.75
20170813142,13.0
20170813152,12.0
20170813162,13.25
20170813172,13.75
20170813182,14.5
20170813192,19.0
20170813202,20.0
20170813212,18.0
20170813222,18.0
20170813232,12.0
20170814002,16.5
20170814012,11.0
20170814022,9.5
20170814032,10.5
20170814042,6.75
20170814052,4.0
20170814062,5.75
20170814072,6.5
20170814082,11.0
20170814092,12.75
20170814102,8.25
20170814112,14.0
20170814122,14.5
20170814132,14.75
20170814142,16.5
20170814152,15.0
20170814162,10.75
20170814172,8.75
20170814182,17.5
20170814192,13.75
20170814202,19.0
20170814212,18.75
20170814222,12.0
20170814232,11.25
20170815002,15.25
20170815012,10.75
20170815022,13.5
20170815032,12.75
20170815042,8.5
20170815052,9.75
20170815062,9.5
20170815072,13.25
20170815082,8.25
20170815092,14.75
20170815102,15.5
20170815112,11.5
20170815122,11.25
20170815132,9.5
20170815142,9.75
20170815152,13.0
20170815162,11.0
20170815172,19.75
20170815182,22.25
20170815192,15.75
20170815202,25.25
20170815212,15.5
20170815222,14.75
20170815232,13.5
20170816002,11.5
20170816012,13.0
20170816022,12.25
20170816032,14.0
20170816042,11.75
20170816052,11.75
20170816062,13.5
20170816072,9.0
20170816082,9.0
20170816092,15.25
20170816102,12.75
20170816112,23.5
20170816122,12.0
20170816132,25.25
20170816142,26.5
20170816152,25.75
20170816162,13.5
20170816172,16.25
20170816182,30.25
20170816192,28.5
20170816202,15.5
20170816212,15.25
20170816222,13.25
20170816232,14.25
20170817002,20.75
20170817012,11.25
20170817022,10.0
20170817032,12.75
20170817042,12.25
20170817052,8.25
20170817062,12.25
20170817072,13.75
20170817082,8.5
20170817092,9.0
20170817102,18.0
20170817112,13.75
20170817122,12.25
20170817132,11.0
20170817142,25.5
20170817152,15.25
20170817162,24.25
20170817172,22.0
20170817182,14.5
20170817192,30.5
20170817202,24.75
20170817212,12.75
20170817222,12.75
20170817232,11.75
20170818002,22.0
20170818012,20.75
20170818022,9.25
20170818032,7.5
20170818042,12.25
20170818052,8.75
20170818062,8.0
20170818072,7.0
20170818082,9.5
20170818092,9.0
20170818102,20.5
20170818112,24.25
20170818122,14.25
20170818132,15.0
20170818142,23.25
20170818152,15.0
20170818162,16.75
20170818172,16.75
20170818182,25.25
20170818192,15.5
20170818202,25.25
20170818212,13.75
20170818222,22.75
20170818232,14.75
20170819002,20.5
20170819012,13.25
20170819022,15.25
20170819032,8.25
20170819042,8.0
20170819052,9.0
20170819062,7.25
20170819072,8.25
20170819082,15.0
20170819092,9.5
20170819102,19.25
20170819112,22.5
20170819122,26.0
20170819132,15.25
20170819142,23.75
20170819152,24.5
20170819162,16.0
20170819172,14.0
20170819182,15.0
20170819192,15.5
20170819202,20.5
20170819212,13.0
20170819222,11.0
20170819232,11.75
20170820002,20.5
20170820012,15.25
20170820022,14.75
20170820032,13.25
20170820042,10.5
20170820052,9.5
20170820062,6.75
20170820072,8.25
20170820082,11.5
20170820092,7.25
20170820102,16.0
20170820112,17.5
20170820122,18.75
20170820132,17.5
20170820142,19.0
20170820152,13.25
20170820162,13.75
20170820172,13.25
20170820182,13.25
20170820192,19.25
20170820202,10.25
20170820212,11.75
20170820222,11.75
20170820232,12.5
20170821002,10.5
20170821012,9.25
20170821022,11.75
20170821032,12.5
20170821042,10.25
20170821052,8.75
20170821062,8.0
20170821072,9.75
20170821082,5.0
20170821092,6.0
20170821102,9.5
20170821112,12.25
20170821122,20.25
20170821132,12.25
20170821142,19.75
20170821152,14.0
20170821162,12.0
20170821172,16.5
20170821182,22.0
20170821192,14.5
20170821202,12.75
20170821212,19.25
20170821222,12.5
20170821232,14.25
20170822002,12.75
20170822012,11.5
20170822022,12.25
20170822032,12.5
20170822042,8.25
20170822052,7.75
20170822062,6.75
20170822072,7.0
20170822082,8.25
20170822092,8.75
20170822102,11.5
20170822112,31.25
20170822122,14.5
20170822132,16.0
20170822142,15.25
20170822152,18.75
20170822162,29.5
20170822172,14.75
20170822182,32.5
20170822192,32.0
20170822202,17.0
20170822212,26.5
20170822222,16.5
20170822232,16.25
20170823002,14.25
20170823012,14.75
20170823022,18.5
20170823032,10.0
20170823042,12.5
20170823052,9.25
20170823062,12.0
20170823072,8.0
20170823082,9.5
20170823092,10.75
20170823102,22.75
20170823112,16.25
20170823122,29.5
20170823132,16.5
20170823142,17.75
20170823152,14.25
20170823162,16.75
20170823172,14.25
20170823182,28.0
20170823192,16.0
20170823202,15.25
20170823212,26.25
20170823222,23.5
20170823232,16.5
20170824002,14.25
20170824012,12.75
20170824022,18.5
20170824032,9.0
20170824042,8.75
20170824052,11.75
20170824062,13.0
20170824072,7.25
20170824082,8.0
20170824092,16.5
20170824102,21.25
20170824112,12.0
20170824122,27.75
20170824132,14.25
20170824142,26.75
20170824152,27.5
20170824162,25.75
20170824172,15.5
20170824182,13.75
20170824192,25.25
20170824202,27.25
20170824212,12.75
20170824222,24.75
20170824232,15.25
20170825002,14.5
20170825012,12.75
20170825022,12.5
20170825032,9.0
20170825042,9.0
20170825052,6.5
20170825062,10.5
20170825072,8.25
20170825082,17.25
20170825092,18.25
20170825102,20.75
20170825112,15.5
20170825122,13.25
20170825132,16.5
20170825142,27.5
20170825152,17.25
20170825162,13.25
20170825172,26.0
20170825182,27.0
