date,location_identifier,transactions
02-04-2016,location_16,751
02-04-2016,location_17,1289
02-04-2016,location_18,1410
02-04-2016,location_19,1230
02-04-2016,location_23,1179
02-04-2016,location_24,2573
02-04-2016,location_25,911
02-04-2016,location_26,757
02-04-2016,location_27,1356
02-04-2016,location_28,1093
02-04-2016,location_30,660
02-04-2016,location_31,1395
02-04-2016,location_32,595
02-04-2016,location_33,1154
02-04-2016,location_34,2549
02-04-2016,location_35,616
02-04-2016,location_36,1090
02-04-2016,location_37,1690
02-04-2016,location_38,1878
02-04-2016,location_39,1328
02-04-2016,location_40,1259
02-04-2016,location_41,1045
02-04-2016,location_43,1285
02-04-2016,location_44,4366
02-04-2016,location_45,3645
02-04-2016,location_46,3639
02-04-2016,location_47,3925
02-04-2016,location_48,3000
02-04-2016,location_49,2426
02-04-2016,location_50,2377
02-04-2016,location_51,1866
02-04-2016,location_54,763
03-04-2016,location_1,1789
03-04-2016,location_2,1883
03-04-2016,location_3,2965
03-04-2016,location_4,1383
03-04-2016,location_5,1486
03-04-2016,location_6,1641
03-04-2016,location_7,1800
03-04-2016,location_8,2678
03-04-2016,location_9,2277
03-04-2016,location_10,1056
03-04-2016,location_11,2671
03-04-2016,location_12,1153
03-04-2016,location_13,905
03-04-2016,location_14,1572
03-04-2016,location_15,1303
03-04-2016,location_16,911
03-04-2016,location_17,1246
03-04-2016,location_18,1462
03-04-2016,location_19,1130
03-04-2016,location_23,1118
03-04-2016,location_24,2403
03-04-2016,location_25,912
03-04-2016,location_26,656
03-04-2016,location_27,1181
03-04-2016,location_28,1070
03-04-2016,location_30,706
03-04-2016,location_31,1386
03-04-2016,location_32,606
03-04-2016,location_33,1048
03-04-2016,location_34,2572
03-04-2016,location_35,643
03-04-2016,location_36,1080
03-04-2016,location_37,1479
03-04-2016,location_38,1674
03-04-2016,location_39,1389
03-04-2016,location_40,1296
03-04-2016,location_41,935
03-04-2016,location_43,1258
03-04-2016,location_44,3763
03-04-2016,location_45,3210
03-04-2016,location_46,3165
03-04-2016,location_47,3566
03-04-2016,location_48,2829
03-04-2016,location_49,2223
03-04-2016,location_50,2325
03-04-2016,location_51,1473
03-04-2016,location_54,786
04-04-2016,location_1,1875
04-04-2016,location_2,1980
04-04-2016,location_3,3244
04-04-2016,location_4,1471
04-04-2016,location_5,1319
04-04-2016,location_6,1752
04-04-2016,location_7,1966
04-04-2016,location_8,2996
04-04-2016,location_9,1879
04-04-2016,location_10,910
04-04-2016,location_11,2435
04-04-2016,location_12,1226
04-04-2016,location_13,981
04-04-2016,location_14,1365
04-04-2016,location_15,1177
04-04-2016,location_16,848
04-04-2016,location_17,1027
04-04-2016,location_18,1390
04-04-2016,location_19,1190
04-04-2016,location_23,1198
04-04-2016,location_24,2571
04-04-2016,location_25,1254
04-04-2016,location_26,723
04-04-2016,location_27,1310
04-04-2016,location_28,942
04-04-2016,location_30,626
04-04-2016,location_31,1299
04-04-2016,location_32,574
04-04-2016,location_33,998
04-04-2016,location_34,2748
04-04-2016,location_35,618
04-04-2016,location_36,1109
04-04-2016,location_37,1616
04-04-2016,location_38,1777
04-04-2016,location_39,1360
04-04-2016,location_40,1219
04-04-2016,location_41,1015
04-04-2016,location_43,1702
04-04-2016,location_44,4381
04-04-2016,location_45,3628
04-04-2016,location_46,3475
04-04-2016,location_47,3932
04-04-2016,location_48,2954
04-04-2016,location_49,2527
04-04-2016,location_50,2628
04-04-2016,location_51,1718
04-04-2016,location_54,767
05-04-2016,location_1,1393
05-04-2016,location_2,2108
05-04-2016,location_3,4041
05-04-2016,location_4,1803
05-04-2016,location_5,1415
05-04-2016,location_6,2297
05-04-2016,location_7,1986
05-04-2016,location_8,3225
05-04-2016,location_9,2788
05-04-2016,location_10,1309
05-04-2016,location_11,3063
05-04-2016,location_12,1412
05-04-2016,location_13,1346
05-04-2016,location_14,2075
05-04-2016,location_15,1388
05-04-2016,location_16,1054
05-04-2016,location_17,1553
05-04-2016,location_18,1517
05-04-2016,location_19,2206
05-04-2016,location_23,1293
05-04-2016,location_24,2445
05-04-2016,location_25,1796
05-04-2016,location_26,816
05-04-2016,location_27,1711
05-04-2016,location_28,1359
05-04-2016,location_30,698
05-04-2016,location_31,1563
05-04-2016,location_32,694
05-04-2016,location_33,1295
05-04-2016,location_34,2945
05-04-2016,location_35,714
05-04-2016,location_36,1295
05-04-2016,location_37,1624
05-04-2016,location_38,2471
05-04-2016,location_39,1860
05-04-2016,location_40,1352
05-04-2016,location_41,1162
05-04-2016,location_43,1383
05-04-2016,location_44,5529
05-04-2016,location_45,4963
05-04-2016,location_46,5140
05-04-2016,location_47,5292
05-04-2016,location_48,4457
05-04-2016,location_49,3207
05-04-2016,location_50,3659
05-04-2016,location_51,1850
05-04-2016,location_54,984
06-04-2016,location_1,529
06-04-2016,location_2,1961
06-04-2016,location_3,3821
06-04-2016,location_4,1854
06-04-2016,location_5,1469
06-04-2016,location_6,2352
06-04-2016,location_7,1556
06-04-2016,location_8,2877
06-04-2016,location_9,2724
06-04-2016,location_10,1216
06-04-2016,location_11,3165
06-04-2016,location_12,1316
06-04-2016,location_13,1016
06-04-2016,location_14,1267
06-04-2016,location_15,1203
06-04-2016,location_16,1089
06-04-2016,location_17,1454
06-04-2016,location_18,1522
06-04-2016,location_19,1277
06-04-2016,location_23,1220
06-04-2016,location_24,1766
06-04-2016,location_25,941
06-04-2016,location_26,716
06-04-2016,location_27,1719
06-04-2016,location_28,1302
06-04-2016,location_30,548
06-04-2016,location_31,1400
06-04-2016,location_32,634
06-04-2016,location_33,1200
06-04-2016,location_34,2460
06-04-2016,location_35,655
06-04-2016,location_36,1071
06-04-2016,location_37,1439
06-04-2016,location_38,2621
06-04-2016,location_39,1923
06-04-2016,location_40,1075
06-04-2016,location_41,1207
06-04-2016,location_43,1305
06-04-2016,location_44,5571
06-04-2016,location_45,5031
06-04-2016,location_46,5267
06-04-2016,location_47,5428
06-04-2016,location_48,4846
06-04-2016,location_49,3118
06-04-2016,location_50,3524
06-04-2016,location_51,1790
06-04-2016,location_54,1043
07-04-2016,location_1,1936
07-04-2016,location_2,1932
07-04-2016,location_3,3168
07-04-2016,location_4,1441
07-04-2016,location_5,1363
07-04-2016,location_6,1814
07-04-2016,location_7,1927
07-04-2016,location_8,2820
07-04-2016,location_9,2213
07-04-2016,location_10,1140
07-04-2016,location_11,2435
07-04-2016,location_12,1328
07-04-2016,location_13,985
07-04-2016,location_14,1645
07-04-2016,location_15,1423
07-04-2016,location_16,889
07-04-2016,location_17,1338
07-04-2016,location_18,1483
07-04-2016,location_19,1278
07-04-2016,location_23,1047
07-04-2016,location_24,2288
07-04-2016,location_25,847
07-04-2016,location_26,621
07-04-2016,location_27,1389
07-04-2016,location_28,1018
07-04-2016,location_30,605
07-04-2016,location_31,1400
07-04-2016,location_32,517
07-04-2016,location_33,1089
07-04-2016,location_34,2526
07-04-2016,location_35,618
07-04-2016,location_36,1060
07-04-2016,location_37,1575
07-04-2016,location_38,1660
07-04-2016,location_39,1447
07-04-2016,location_40,1486
07-04-2016,location_41,958
07-04-2016,location_43,1410
07-04-2016,location_44,4025
07-04-2016,location_45,3535
07-04-2016,location_46,3333
07-04-2016,location_47,3768
07-04-2016,location_48,3013
07-04-2016,location_49,2240
07-04-2016,location_50,2540
07-04-2016,location_51,1601
07-04-2016,location_54,808
08-04-2016,location_1,1743
08-04-2016,location_2,1891
08-04-2016,location_3,2944
08-04-2016,location_4,1461
08-04-2016,location_5,1285
08-04-2016,location_6,1627
08-04-2016,location_7,1864
08-04-2016,location_8,2604
08-04-2016,location_9,1997
08-04-2016,location_10,1132
08-04-2016,location_11,2427
08-04-2016,location_12,1165
08-04-2016,location_13,874
08-04-2016,location_14,1612
08-04-2016,location_15,1371
08-04-2016,location_16,851
08-04-2016,location_17,1263
08-04-2016,location_18,1495
08-04-2016,location_19,1156
08-04-2016,location_23,1096
08-04-2016,location_24,2311
08-04-2016,location_25,826
08-04-2016,location_26,614
08-04-2016,location_27,1212
08-04-2016,location_28,1096
08-04-2016,location_30,741
08-04-2016,location_31,1383
08-04-2016,location_32,570
08-04-2016,location_33,1119
08-04-2016,location_34,2445
08-04-2016,location_35,650
08-04-2016,location_36,1166
08-04-2016,location_37,1498
08-04-2016,location_38,1537
08-04-2016,location_39,1506
08-04-2016,location_40,1418
08-04-2016,location_41,973
08-04-2016,location_43,1294
08-04-2016,location_44,3868
08-04-2016,location_45,3161
08-04-2016,location_46,3006
08-04-2016,location_47,3430
08-04-2016,location_48,2516
08-04-2016,location_49,2117
08-04-2016,location_50,2314
08-04-2016,location_51,1536
08-04-2016,location_54,739
09-04-2016,location_1,1940
09-04-2016,location_2,1943
09-04-2016,location_3,3152
09-04-2016,location_4,1495
09-04-2016,location_5,1288
09-04-2016,location_6,1809
09-04-2016,location_7,1998
09-04-2016,location_8,3000
09-04-2016,location_9,1965
09-04-2016,location_10,1007
09-04-2016,location_11,2246
09-04-2016,location_12,1305
09-04-2016,location_13,921
09-04-2016,location_14,1385
09-04-2016,location_15,1292
09-04-2016,location_16,751
09-04-2016,location_17,1177
09-04-2016,location_18,1430
09-04-2016,location_19,1177
09-04-2016,location_23,1071
09-04-2016,location_24,2394
09-04-2016,location_25,922
09-04-2016,location_26,556
09-04-2016,location_27,1311
09-04-2016,location_28,940
09-04-2016,location_30,667
09-04-2016,location_31,1174
09-04-2016,location_32,555
09-04-2016,location_33,996
09-04-2016,location_34,2408
09-04-2016,location_35,526
09-04-2016,location_36,953
09-04-2016,location_37,1698
09-04-2016,location_38,1730
09-04-2016,location_39,1240
09-04-2016,location_40,1207
09-04-2016,location_41,1000
09-04-2016,location_43,1254
09-04-2016,location_44,4315
09-04-2016,location_45,3459
09-04-2016,location_46,3204
09-04-2016,location_47,3699
09-04-2016,location_48,2607
09-04-2016,location_49,2438
09-04-2016,location_50,2310
09-04-2016,location_51,1740
09-04-2016,location_54,697
10-04-2016,location_1,1770
10-04-2016,location_2,1920
10-04-2016,location_3,2963
10-04-2016,location_4,1473
10-04-2016,location_5,1265
10-04-2016,location_6,1750
10-04-2016,location_7,1822
10-04-2016,location_8,2825
10-04-2016,location_9,2023
10-04-2016,location_10,1042
10-04-2016,location_11,2295
10-04-2016,location_12,1372
10-04-2016,location_13,924
10-04-2016,location_14,1571
10-04-2016,location_15,1338
10-04-2016,location_16,830
10-04-2016,location_17,1190
10-04-2016,location_18,1541
10-04-2016,location_19,1099
10-04-2016,location_23,1119
10-04-2016,location_24,2155
10-04-2016,location_25,927
10-04-2016,location_26,574
10-04-2016,location_27,1219
10-04-2016,location_28,955
10-04-2016,location_30,642
10-04-2016,location_31,1309
10-04-2016,location_32,488
10-04-2016,location_33,1006
10-04-2016,location_34,2368
10-04-2016,location_35,640
10-04-2016,location_36,1103
10-04-2016,location_37,1499
10-04-2016,location_38,1469
10-04-2016,location_39,1270
10-04-2016,location_40,1150
10-04-2016,location_41,936
10-04-2016,location_43,1230
10-04-2016,location_44,3859
10-04-2016,location_45,3199
10-04-2016,location_46,3129
10-04-2016,location_47,3552
10-04-2016,location_48,2692
10-04-2016,location_49,2220
10-04-2016,location_50,2376
10-04-2016,location_51,1431
10-04-2016,location_54,730
11-04-2016,location_1,1866
11-04-2016,location_2,2007
11-04-2016,location_3,3236
11-04-2016,location_4,1447
11-04-2016,location_5,1323
11-04-2016,location_6,1757
11-04-2016,location_7,2195
11-04-2016,location_8,2997
11-04-2016,location_9,1814
11-04-2016,location_10,902
11-04-2016,location_11,2239
11-04-2016,location_12,1245
11-04-2016,location_13,974
11-04-2016,location_14,1378
11-04-2016,location_15,1250
11-04-2016,location_16,789
11-04-2016,location_17,1136
11-04-2016,location_18,1374
11-04-2016,location_19,1124
11-04-2016,location_23,1230
11-04-2016,location_24,2329
11-04-2016,location_25,1262
11-04-2016,location_26,623
11-04-2016,location_27,1253
11-04-2016,location_28,866
11-04-2016,location_30,612
11-04-2016,location_31,1285
11-04-2016,location_32,552
11-04-2016,location_33,975
11-04-2016,location_34,2629
11-04-2016,location_35,504
11-04-2016,location_36,1057
11-04-2016,location_37,1585
11-04-2016,location_38,1783
11-04-2016,location_39,1405
11-04-2016,location_40,1203
11-04-2016,location_41,939
11-04-2016,location_43,1572
11-04-2016,location_44,4231
11-04-2016,location_45,3618
11-04-2016,location_46,3343
11-04-2016,location_47,3778
11-04-2016,location_48,2706
11-04-2016,location_49,2456
11-04-2016,location_50,2602
11-04-2016,location_51,1792
11-04-2016,location_54,810
12-04-2016,location_1,1340
12-04-2016,location_2,2226
12-04-2016,location_3,3584
12-04-2016,location_4,1746
12-04-2016,location_5,1426
12-04-2016,location_6,2203
12-04-2016,location_7,1920
12-04-2016,location_8,3124
12-04-2016,location_9,2367
12-04-2016,location_10,1219
12-04-2016,location_11,2537
12-04-2016,location_12,1364
12-04-2016,location_13,1237
12-04-2016,location_14,1953
12-04-2016,location_15,1336
12-04-2016,location_16,980
12-04-2016,location_17,1461
12-04-2016,location_18,1391
12-04-2016,location_19,1835
12-04-2016,location_23,1200
12-04-2016,location_24,2289
12-04-2016,location_25,1962
12-04-2016,location_26,821
12-04-2016,location_27,1746
12-04-2016,location_28,1308
12-04-2016,location_30,755
12-04-2016,location_31,1502
12-04-2016,location_32,706
12-04-2016,location_33,1194
12-04-2016,location_34,2687
12-04-2016,location_35,697
12-04-2016,location_36,1147
12-04-2016,location_37,1809
12-04-2016,location_38,2422
12-04-2016,location_39,1758
12-04-2016,location_40,1201
12-04-2016,location_41,1172
12-04-2016,location_43,1313
12-04-2016,location_44,5395
12-04-2016,location_45,4425
12-04-2016,location_46,4834
12-04-2016,location_47,4889
12-04-2016,location_48,3982
12-04-2016,location_49,3030
12-04-2016,location_50,3564
12-04-2016,location_51,1906
12-04-2016,location_54,916
13-04-2016,location_1,463
13-04-2016,location_2,2009
13-04-2016,location_3,3619
13-04-2016,location_4,1877
13-04-2016,location_5,1260
13-04-2016,location_6,2328
13-04-2016,location_7,1586
13-04-2016,location_8,2892
13-04-2016,location_9,2228
13-04-2016,location_10,1032
13-04-2016,location_11,2768
13-04-2016,location_12,1249
13-04-2016,location_13,996
13-04-2016,location_14,1199
13-04-2016,location_15,1040
13-04-2016,location_16,956
13-04-2016,location_17,1422
13-04-2016,location_18,1413
13-04-2016,location_19,1221
13-04-2016,location_23,1169
13-04-2016,location_24,1536
13-04-2016,location_25,998
13-04-2016,location_26,679
13-04-2016,location_27,1683
13-04-2016,location_28,1324
13-04-2016,location_30,553
13-04-2016,location_31,1495
13-04-2016,location_32,641
13-04-2016,location_33,1095
13-04-2016,location_34,2324
13-04-2016,location_35,619
13-04-2016,location_36,1015
13-04-2016,location_37,1275
13-04-2016,location_38,2536
13-04-2016,location_39,1705
13-04-2016,location_40,1011
13-04-2016,location_41,1141
13-04-2016,location_43,1207
13-04-2016,location_44,5380
13-04-2016,location_45,4766
13-04-2016,location_46,4737
13-04-2016,location_47,4953
13-04-2016,location_48,4359
13-04-2016,location_49,2902
13-04-2016,location_50,3307
13-04-2016,location_51,1704
13-04-2016,location_54,1098
14-04-2016,location_1,1880
14-04-2016,location_2,1926
14-04-2016,location_3,3141
14-04-2016,location_4,1487
14-04-2016,location_5,1440
14-04-2016,location_6,1743
14-04-2016,location_7,1890
14-04-2016,location_8,2807
14-04-2016,location_9,2187
14-04-2016,location_10,1147
14-04-2016,location_11,2189
14-04-2016,location_12,1241
14-04-2016,location_13,976
14-04-2016,location_14,1639
14-04-2016,location_15,1361
14-04-2016,location_16,903
14-04-2016,location_17,1326
14-04-2016,location_18,1530
14-04-2016,location_19,1262
14-04-2016,location_23,1156
14-04-2016,location_25,906
14-04-2016,location_26,579
14-04-2016,location_27,1318
14-04-2016,location_28,993
14-04-2016,location_30,696
14-04-2016,location_31,1389
14-04-2016,location_32,574
14-04-2016,location_33,1131
14-04-2016,location_34,2446
14-04-2016,location_35,562
14-04-2016,location_36,1039
14-04-2016,location_37,1574
14-04-2016,location_38,1642
14-04-2016,location_39,1484
14-04-2016,location_40,1392
14-04-2016,location_41,998
14-04-2016,location_43,1324
14-04-2016,location_44,4009
14-04-2016,location_45,3464
14-04-2016,location_46,3184
14-04-2016,location_47,3688
14-04-2016,location_48,2867
14-04-2016,location_49,2297
14-04-2016,location_50,2414
14-04-2016,location_51,1679
14-04-2016,location_54,873
15-04-2016,location_1,1794
15-04-2016,location_2,1824
15-04-2016,location_3,2863
15-04-2016,location_4,1455
15-04-2016,location_5,1377
15-04-2016,location_6,1651
15-04-2016,location_7,1799
15-04-2016,location_8,2666
15-04-2016,location_9,2183
15-04-2016,location_10,1062
15-04-2016,location_11,2253
15-04-2016,location_12,1260
15-04-2016,location_13,961
15-04-2016,location_14,1476
15-04-2016,location_15,1327
15-04-2016,location_16,897
15-04-2016,location_17,1288
15-04-2016,location_18,1516
15-04-2016,location_19,1137
15-04-2016,location_23,1154
15-04-2016,location_25,877
15-04-2016,location_26,633
15-04-2016,location_27,1266
15-04-2016,location_28,1120
15-04-2016,location_30,743
15-04-2016,location_31,1403
15-04-2016,location_32,636
15-04-2016,location_33,1235
15-04-2016,location_34,2573
15-04-2016,location_35,662
15-04-2016,location_36,1176
15-04-2016,location_37,1567
15-04-2016,location_38,1565
15-04-2016,location_39,1556
15-04-2016,location_40,1396
15-04-2016,location_41,1006
15-04-2016,location_43,1279
15-04-2016,location_44,3837
15-04-2016,location_45,3347
15-04-2016,location_46,3199
15-04-2016,location_47,3636
15-04-2016,location_48,2540
15-04-2016,location_49,2278
15-04-2016,location_50,2327
15-04-2016,location_51,1680
15-04-2016,location_54,798
16-04-2016,location_1,1915
16-04-2016,location_2,1991
16-04-2016,location_3,3236
16-04-2016,location_4,1524
16-04-2016,location_5,1533
16-04-2016,location_6,1879
16-04-2016,location_7,2074
16-04-2016,location_8,3114
16-04-2016,location_9,2172
16-04-2016,location_10,997
16-04-2016,location_11,2356
16-04-2016,location_12,1095
16-04-2016,location_13,838
16-04-2016,location_14,1561
16-04-2016,location_15,1329
16-04-2016,location_16,909
16-04-2016,location_17,1256
16-04-2016,location_18,1442
16-04-2016,location_19,1255
16-04-2016,location_23,1149
16-04-2016,location_25,1117
16-04-2016,location_26,806
16-04-2016,location_27,1357
16-04-2016,location_28,1025
16-04-2016,location_30,722
16-04-2016,location_31,1272
16-04-2016,location_32,582
16-04-2016,location_33,1170
16-04-2016,location_34,2747
16-04-2016,location_35,666
16-04-2016,location_36,1051
16-04-2016,location_37,1730
16-04-2016,location_38,1838
16-04-2016,location_39,1361
16-04-2016,location_40,1308
16-04-2016,location_41,1053
16-04-2016,location_43,1302
16-04-2016,location_44,4476
16-04-2016,location_45,3757
16-04-2016,location_46,3623
16-04-2016,location_47,3980
16-04-2016,location_48,2842
16-04-2016,location_49,2485
16-04-2016,location_50,2588
16-04-2016,location_51,1918
16-04-2016,location_54,830
17-04-2016,location_1,1784
17-04-2016,location_2,2072
17-04-2016,location_3,3320
17-04-2016,location_4,1620
17-04-2016,location_5,1710
17-04-2016,location_6,1832
17-04-2016,location_7,1909
17-04-2016,location_8,2907
17-04-2016,location_9,2195
17-04-2016,location_10,968
17-04-2016,location_11,2493
17-04-2016,location_12,1304
17-04-2016,location_13,966
17-04-2016,location_14,1531
17-04-2016,location_15,1385
17-04-2016,location_16,994
17-04-2016,location_17,1184
17-04-2016,location_18,1438
17-04-2016,location_19,1279
17-04-2016,location_23,1282
17-04-2016,location_25,1498
17-04-2016,location_26,748
17-04-2016,location_27,1293
17-04-2016,location_28,1081
17-04-2016,location_30,793
17-04-2016,location_31,1433
17-04-2016,location_32,667
17-04-2016,location_33,1272
17-04-2016,location_34,3016
17-04-2016,location_35,729
17-04-2016,location_36,1267
17-04-2016,location_37,1860
17-04-2016,location_38,1955
17-04-2016,location_39,1615
17-04-2016,location_40,1355
17-04-2016,location_41,999
17-04-2016,location_43,1439
17-04-2016,location_44,4282
17-04-2016,location_45,3816
17-04-2016,location_46,3590
17-04-2016,location_47,4334
17-04-2016,location_48,3098
17-04-2016,location_49,2585
17-04-2016,location_50,2692
17-04-2016,location_51,1923
17-04-2016,location_54,980
18-04-2016,location_1,507
18-04-2016,location_2,1730
18-04-2016,location_3,3165
18-04-2016,location_4,1695
18-04-2016,location_5,1306
18-04-2016,location_6,1999
18-04-2016,location_7,1540
18-04-2016,location_8,2443
18-04-2016,location_9,2146
18-04-2016,location_10,875
18-04-2016,location_11,2579
18-04-2016,location_12,1259
18-04-2016,location_13,1047
18-04-2016,location_14,1349
18-04-2016,location_15,982
18-04-2016,location_16,929
18-04-2016,location_17,1315
18-04-2016,location_18,1094
18-04-2016,location_19,1225
18-04-2016,location_23,957
18-04-2016,location_25,2431
18-04-2016,location_26,594
18-04-2016,location_27,1712
18-04-2016,location_28,1195
18-04-2016,location_30,627
18-04-2016,location_31,1187
18-04-2016,location_32,735
18-04-2016,location_33,820
18-04-2016,location_34,2364
18-04-2016,location_35,855
18-04-2016,location_36,1298
18-04-2016,location_37,1132
18-04-2016,location_38,2022
18-04-2016,location_39,1328
18-04-2016,location_40,847
18-04-2016,location_41,1022
18-04-2016,location_43,1554
18-04-2016,location_44,4638
18-04-2016,location_45,4114
18-04-2016,location_46,4167
18-04-2016,location_47,4416
18-04-2016,location_48,3720
18-04-2016,location_49,2602
18-04-2016,location_50,2994
18-04-2016,location_51,1703
18-04-2016,location_54,784
19-04-2016,location_1,1038
19-04-2016,location_2,1972
19-04-2016,location_3,3648
19-04-2016,location_4,1728
19-04-2016,location_5,1483
19-04-2016,location_6,2052
19-04-2016,location_7,1771
19-04-2016,location_8,2750
19-04-2016,location_9,2352
19-04-2016,location_10,1267
19-04-2016,location_11,2780
19-04-2016,location_12,1414
19-04-2016,location_13,1374
19-04-2016,location_14,1478
19-04-2016,location_15,1354
19-04-2016,location_16,977
19-04-2016,location_17,1511
19-04-2016,location_18,1196
19-04-2016,location_19,1963
19-04-2016,location_23,1150
19-04-2016,location_25,2360
19-04-2016,location_26,767
19-04-2016,location_27,1579
19-04-2016,location_28,1218
19-04-2016,location_30,651
19-04-2016,location_31,1396
19-04-2016,location_32,738
19-04-2016,location_33,1114
19-04-2016,location_34,2393
19-04-2016,location_35,909
19-04-2016,location_36,1325
19-04-2016,location_37,1646
19-04-2016,location_38,2409
19-04-2016,location_39,1809
19-04-2016,location_40,1291
19-04-2016,location_41,1132
19-04-2016,location_43,1323
19-04-2016,location_44,4991
19-04-2016,location_45,4942
19-04-2016,location_46,5048
19-04-2016,location_47,5032
19-04-2016,location_48,4223
19-04-2016,location_49,3101
19-04-2016,location_50,3478
19-04-2016,location_51,1621
19-04-2016,location_54,835
20-04-2016,location_1,414
20-04-2016,location_2,1830
20-04-2016,location_3,3528
20-04-2016,location_4,1745
20-04-2016,location_5,1356
20-04-2016,location_6,2230
20-04-2016,location_7,1461
20-04-2016,location_8,2740
20-04-2016,location_9,2429
20-04-2016,location_10,1107
20-04-2016,location_11,2929
20-04-2016,location_12,1312
20-04-2016,location_13,967
20-04-2016,location_14,1088
20-04-2016,location_15,1085
20-04-2016,location_16,1090
20-04-2016,location_17,1381
20-04-2016,location_18,1312
20-04-2016,location_19,1223
20-04-2016,location_23,1099
20-04-2016,location_25,1046
20-04-2016,location_26,614
20-04-2016,location_27,1655
20-04-2016,location_28,1305
20-04-2016,location_30,577
20-04-2016,location_31,1381
20-04-2016,location_32,709
20-04-2016,location_33,1047
20-04-2016,location_34,2199
20-04-2016,location_35,660
20-04-2016,location_36,991
20-04-2016,location_37,1259
20-04-2016,location_38,2405
20-04-2016,location_39,1651
20-04-2016,location_40,1066
20-04-2016,location_41,1130
20-04-2016,location_43,1258
20-04-2016,location_44,4969
20-04-2016,location_45,4769
20-04-2016,location_46,4920
20-04-2016,location_47,5014
20-04-2016,location_48,4535
20-04-2016,location_49,2967
20-04-2016,location_50,3047
20-04-2016,location_51,1665
20-04-2016,location_54,1033
21-04-2016,location_1,1776
21-04-2016,location_2,1986
21-04-2016,location_3,3158
21-04-2016,location_4,1524
21-04-2016,location_5,1509
21-04-2016,location_6,1760
21-04-2016,location_7,1987
21-04-2016,location_8,2876
21-04-2016,location_9,2171
21-04-2016,location_10,1121
21-04-2016,location_11,2377
21-04-2016,location_12,1225
21-04-2016,location_13,945
21-04-2016,location_14,1302
21-04-2016,location_15,1535
21-04-2016,location_16,973
21-04-2016,location_17,1352
21-04-2016,location_18,1550
21-04-2016,location_19,1333
21-04-2016,location_23,1120
21-04-2016,location_25,766
21-04-2016,location_26,624
21-04-2016,location_27,1233
21-04-2016,location_28,966
21-04-2016,location_30,711
21-04-2016,location_31,1334
21-04-2016,location_32,552
21-04-2016,location_33,1176
21-04-2016,location_34,2550
21-04-2016,location_35,652
21-04-2016,location_36,1126
21-04-2016,location_37,1632
21-04-2016,location_38,1694
21-04-2016,location_39,1542
21-04-2016,location_40,1481
21-04-2016,location_41,923
21-04-2016,location_43,1296
21-04-2016,location_44,3984
21-04-2016,location_45,3715
21-04-2016,location_46,3392
21-04-2016,location_47,4023
21-04-2016,location_48,2905
21-04-2016,location_49,2258
21-04-2016,location_50,2529
21-04-2016,location_51,1654
21-04-2016,location_54,813
22-04-2016,location_1,1688
22-04-2016,location_2,1952
22-04-2016,location_3,2950
22-04-2016,location_4,1460
22-04-2016,location_5,1372
22-04-2016,location_6,1780
22-04-2016,location_7,1799
22-04-2016,location_8,2492
22-04-2016,location_9,2128
22-04-2016,location_10,1229
22-04-2016,location_11,2368
22-04-2016,location_12,1257
22-04-2016,location_13,908
22-04-2016,location_14,1810
22-04-2016,location_15,1490
22-04-2016,location_16,913
22-04-2016,location_17,1271
22-04-2016,location_18,1628
22-04-2016,location_19,1136
22-04-2016,location_23,1169
22-04-2016,location_25,701
22-04-2016,location_26,579
22-04-2016,location_27,1270
22-04-2016,location_28,1072
22-04-2016,location_30,715
22-04-2016,location_31,1331
22-04-2016,location_32,630
22-04-2016,location_33,1108
22-04-2016,location_34,2488
22-04-2016,location_35,678
22-04-2016,location_36,1161
22-04-2016,location_37,1558
22-04-2016,location_38,1613
22-04-2016,location_39,1453
22-04-2016,location_40,1373
22-04-2016,location_41,872
22-04-2016,location_43,1278
22-04-2016,location_44,3822
22-04-2016,location_45,3245
22-04-2016,location_46,2983
22-04-2016,location_47,3558
22-04-2016,location_48,2633
22-04-2016,location_49,2078
22-04-2016,location_50,2385
22-04-2016,location_51,1700
22-04-2016,location_54,805
23-04-2016,location_1,1935
23-04-2016,location_2,1993
23-04-2016,location_3,3100
23-04-2016,location_4,1575
23-04-2016,location_5,1553
23-04-2016,location_6,1804
23-04-2016,location_7,1914
23-04-2016,location_8,2858
23-04-2016,location_9,1858
23-04-2016,location_10,959
23-04-2016,location_11,2091
23-04-2016,location_12,1119
23-04-2016,location_13,864
23-04-2016,location_14,1557
23-04-2016,location_15,1303
23-04-2016,location_16,834
23-04-2016,location_17,1202
23-04-2016,location_18,1345
23-04-2016,location_19,1192
23-04-2016,location_23,1144
23-04-2016,location_25,838
23-04-2016,location_26,606
23-04-2016,location_27,1224
23-04-2016,location_28,832
23-04-2016,location_30,650
23-04-2016,location_31,1152
23-04-2016,location_32,505
23-04-2016,location_33,956
23-04-2016,location_34,2380
23-04-2016,location_35,596
23-04-2016,location_36,928
23-04-2016,location_37,1697
23-04-2016,location_38,1797
23-04-2016,location_39,1327
23-04-2016,location_40,1068
23-04-2016,location_41,1098
23-04-2016,location_43,1170
23-04-2016,location_44,4237
23-04-2016,location_45,3442
23-04-2016,location_46,3110
23-04-2016,location_47,3737
23-04-2016,location_48,2588
23-04-2016,location_49,2355
23-04-2016,location_50,2378
23-04-2016,location_51,1756
23-04-2016,location_54,731
24-04-2016,location_1,1787
24-04-2016,location_2,1790
24-04-2016,location_3,2774
