CustomerID,Customer.Lifetime.Value
10916,2005.8666
10934,684.10785
10943,2593.9634
10951,2998.0405
10953,558.8974
10961,467.0863
10970,4966.1313
10971,1421.5896
10975,469.7603
10980,1421.5896
10982,1217.644
10993,464.92902
10995,3572.5718
11019,2593.9634
11022,558.8974
11024,992.06445
11027,817.61597
11043,558.8974
11053,462.255
11056,710.4331
11068,703.22455
11070,1174.8828
11078,703.22455
11079,3572.5718
11088,729.5498
11093,723.0905
11102,1594.7372
11105,2119.101
11109,3572.5718
11120,462.255
11150,950.8498
11157,957.71246
11173,2519.2122
11177,883.70776
11185,558.8974
11187,1297.7745
11191,469.7603
11192,957.71246
11193,937.3193
11203,684.10785
11204,2519.2122
11208,1420.759
11223,2316.7068
11226,710.4331
11228,986.3244
11255,1589.6747
11257,1512.7389
11261,2316.7068
11268,1594.7372
11269,703.22455
11276,469.7603
11307,937.3193
11320,694.90393
11344,2449.0422
11347,925.43036
11355,1800.6672
11364,779.2496
11373,1238.029
11394,883.70776
11402,817.61597
11408,703.22455
11413,1344.7885
11428,1981.7445
11430,469.7603
11445,2835.883
11453,802.96
11456,1021.7538
11461,3578.1133
11463,1398.9386
11465,2203.4727
11466,1981.7445
11467,883.70776
11476,1417.6273
11489,3204.9211
11502,963.1223
11513,462.255
11523,469.7603
11524,979.71454
11532,1121.8518
11533,1594.7372
11538,558.8974
11542,462.255
11543,897.2383
11545,469.7603
11546,1203.1866
11553,703.22455
11557,469.7603
11559,2519.2122
11570,1075.874
11572,558.8974
